Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1263034.3","Akkermansia muciniphila CAG:154",,1263034,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935;1263034","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;Akkermansia muciniphila CAG","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MGS:154",,,,,,,,,,,,,,,,,,,,"Good","2013-05-31T00:00:00Z",,,"PRJEB726","SAMEA3138704","GCF_000436395.1",,"CBDW000000000","DTU","WGS",,,,,,81,2721828,55.38,9,74342,46,1,,2789,99.8,98.4,0.6,100,,"396 human stool samples we identified 7,381 such MetaGenomic Species","derived from 396 human stool samples we identified 7,381 such MetaGenomic Species",,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source","2016-01-17T15:32:41.844Z","2016-01-17T15:32:41.844Z"
"239935.4788","Akkermansia muciniphila MAG288",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG288",,,,,,,,,,,,,,,,,,,,"Good","2025-02-27T00:00:00Z",,,"PRJNA1196825","SAMN45854336",,,"DBEWRG000000000",,,"Illumina","1x","SPAdes v. 1",,,329,1985177,56.81831,98,7060,24,,,2076,95.9,93.8,4.3,87.7,,"gut",,"2017-10/2020-02",,,"Australia",,,,"Oceania","Australia",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T14:52:24.724Z","2025-04-23T14:52:24.724Z"
"239935.4789","Akkermansia muciniphila MAG8903",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG8903",,,,,,,,,,,,,,,,,,,,"Good","2025-02-28T00:00:00Z",,,"PRJNA1196825","SAMN46333943",,,"DBFWVN000000000",,,"Illumina","1x","SPAdes v. 1",,,79,2579432,55.84109,17,45513,47,1,,2539,99.6,98.5,0.4,100,,"gut",,"2015-04/2019-01",,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T14:53:34.797Z","2025-04-23T14:53:34.797Z"
"239935.4790","Akkermansia muciniphila MAG8842",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG8842",,,,,,,,,,,,,,,,,,,,"Good","2025-02-28T00:00:00Z",,,"PRJNA1196825","SAMN46333882",,,"DBFWTE000000000",,,"Illumina","1x","SPAdes v. 1",,,73,2694539,55.691936,16,54505,51,3,,2674,99.6,99,,100,,"gut",,"2015-04/2019-01",,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T14:54:50.903Z","2025-04-23T14:54:50.903Z"
"239935.4791","Akkermansia muciniphila MAG3370",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG3370",,,,,,,,,,,,,,,,,,,,"Good","2025-02-28T00:00:00Z",,,"PRJNA1196825","SAMN46328342",,,"DBFAIH000000000",,,"Illumina","1x","SPAdes v. 1",,,89,2577920,56.153023,19,40846,42,3,,2536,99.5,98.7,0.3,98.5,,"gut",,"2019-10-31",2019,,"United Kingdom",,,,"Europe","United Kingdom",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T14:55:39.333Z","2025-04-23T14:55:39.333Z"
"239935.4793","Akkermansia muciniphila MAG3669",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG3669",,,,,,,,,,,,,,,,,,,,"Good","2025-02-28T00:00:00Z",,,"PRJNA1196825","SAMN46328641",,,"DBFBBO000000000",,,"Illumina","1x","SPAdes v. 1",,,478,2136262,56.942127,130,5259,25,,,2305,98.2,95.8,6.4,92.6,,"gut",,"2019-07-22",2019,,"United Kingdom",,,,"Europe","United Kingdom",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T14:59:55.708Z","2025-04-23T14:59:55.708Z"
"239935.4794","Akkermansia muciniphila MAG2926",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG2926",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46327880",,,"DBEZUP000000000",,,"Illumina","1x","SPAdes v. 1",,,45,2627431,56.01715,8,101980,48,3,,2564,99.8,99.5,0.2,99.7,,"gut",,"2019-05-18",2019,,"Netherlands",,,,"Europe","Netherlands",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T22:03:47.724Z","2025-04-23T22:03:47.724Z"
"239935.4795","Akkermansia muciniphila MAG2920",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG2920",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46327874",,,"DBEZUV000000000",,,"Illumina","1x","SPAdes v. 1",,,85,2589802,55.993935,18,47686,48,,,2516,99.8,99.4,0.2,98.8,,"gut",,"2015-09-03",2015,,"United Kingdom",,,,"Europe","United Kingdom",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T22:04:01.517Z","2025-04-23T22:04:01.517Z"
"239935.4796","Akkermansia muciniphila MAG2891",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG2891",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46327845",,,"DBEZVY000000000",,,"Illumina","1x","SPAdes v. 1",,,76,2641739,55.621845,17,52972,50,3,,2599,99.8,99.1,0.2,99.8,,"gut",,"2015-11-03",2015,,"United Kingdom",,,,"Europe","United Kingdom",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T22:04:43.356Z","2025-04-23T22:04:43.356Z"
"239935.4797","Akkermansia muciniphila MAG2809",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG2809",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46327763",,,"DBEZZC000000000",,,"Illumina","1x","SPAdes v. 1",,,169,2579480,56.291267,35,22483,47,,,2538,99.7,98.8,0.5,99.4,,"gut",,"2018-02-20",2018,,"Netherlands",,,,"Europe","Netherlands",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-23T23:02:14.223Z","2025-04-23T23:02:14.223Z"
"239935.4798","Akkermansia muciniphila MAG5925",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5925",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330946",,,"DBFCVL000000000",,,"Illumina","10x","SPAdes v. 5.0",,,193,2656794,56.14963,42,22041,47,,,2665,99.9,98.5,2.5,100,,"gut",,"2019-10-08",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:00:21.232Z","2025-04-24T00:00:21.232Z"
"239935.4799","Akkermansia muciniphila MAG5919",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5919",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330940",,,"DBFCVF000000000",,,"Illumina","10x","SPAdes v. 5.0",,,47,2722042,55.801674,10,96278,52,3,,2698,100,99.6,0.3,100,,"gut",,"2019-10-16",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:00:23.409Z","2025-04-24T00:00:23.409Z"
"239935.4800","Akkermansia muciniphila MAG5912",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5912",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330933",,,"DBFCUY000000000",,,"Illumina","10x","SPAdes v. 5.0",,,140,2666571,56.036423,32,24031,50,,,2651,99.9,99.3,1,99.8,,"gut",,"2019-10-30",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:00:34.298Z","2025-04-24T00:00:34.298Z"
"239935.4801","Akkermansia muciniphila MAG5899",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5899",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330920",,,"DBFCUL000000000",,,"Illumina","10x","SPAdes v. 5.0",,,136,2635363,56.13223,30,26563,47,,,2612,99.9,99.3,1.5,99.8,,"gut",,"2019-11-20",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:00:55.690Z","2025-04-24T00:00:55.690Z"
"239935.4803","Akkermansia muciniphila MAG5891",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5891",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330912",,,"DBFCUD000000000",,,"Illumina","10x","SPAdes v. 5.0",,,60,2707216,55.87888,14,64179,52,3,,2681,100,99.6,0.4,100,,"gut",,"2019-12-04",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:01:08.909Z","2025-04-24T00:01:08.909Z"
"239935.4804","Akkermansia muciniphila MAG5887",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5887",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330908",,,"DBFCTZ000000000",,,"Illumina","10x","SPAdes v. 5.0",,,49,2709168,55.805065,10,93570,52,3,,2680,99.9,99.6,0.1,100,,"gut",,"2019-12-30",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:01:16.560Z","2025-04-24T00:01:16.560Z"
"239935.4805","Akkermansia muciniphila MAG5882",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5882",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330903",,,"DBFCTU000000000",,,"Illumina","10x","SPAdes v. 5.0",,,84,2682873,55.977676,17,52272,51,3,,2652,100,99.3,1.5,99.8,,"gut",,"2020-01-14",2020,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:01:24.525Z","2025-04-24T00:01:24.525Z"
"239935.4806","Akkermansia muciniphila MAG5874",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5874",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330895",,,"DBFCTM000000000",,,"Illumina","10x","SPAdes v. 5.0",,,62,2781649,55.586235,14,80360,49,1,,2783,99.8,99,0.3,100,,"gut",,"2019-10-08",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:01:40.562Z","2025-04-24T00:01:40.562Z"
"239935.4808","Akkermansia muciniphila MAG5867",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5867",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330888",,,"DBFCTF000000000",,,"Illumina","10x","SPAdes v. 5.0",,,101,2712158,55.86898,18,48322,48,1,,2703,99.8,99,0.1,100,,"gut",,"2019-10-29",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:01:57.986Z","2025-04-24T00:01:57.986Z"
"239935.4809","Akkermansia muciniphila MAG5853",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5853",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330874",,,"DBFCSR000000000",,,"Illumina","10x","SPAdes v. 5.0",,,370,2476799,56.352493,86,9169,40,1,,2592,98.7,96.6,5.3,97.1,,"gut",,"2019-11-05",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:02:15.590Z","2025-04-24T00:02:15.590Z"
"239935.4810","Akkermansia muciniphila MAG5848",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5848",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330869",,,"DBFCSM000000000",,,"Illumina","10x","SPAdes v. 5.0",,,228,2589722,56.145138,52,16491,45,1,,2629,99.6,98.2,2.1,100,,"gut",,"2019-11-13",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:02:28.489Z","2025-04-24T00:02:28.489Z"
"239935.4811","Akkermansia muciniphila MAG5839",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5839",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330860",,,"DBFCSD000000000",,,"Illumina","10x","SPAdes v. 5.0",,,89,2719534,55.82666,19,47776,50,4,,2692,99.9,99,0.9,99.7,,"gut",,"2019-11-19",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:02:43.338Z","2025-04-24T00:02:43.338Z"
"239935.4812","Akkermansia muciniphila MAG5831",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5831",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330852",,,"DBFCRV000000000",,,"Illumina","10x","SPAdes v. 5.0",,,496,2424860,56.254917,131,5876,30,,,2598,98.3,95.9,5.5,95.5,,"gut",,"2019-11-26",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:03:07.078Z","2025-04-24T00:03:07.078Z"
"239935.4813","Akkermansia muciniphila MAG5824",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5824",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330845",,,"DBFCRO000000000",,,"Illumina","10x","SPAdes v. 5.0",,,124,2724548,55.900978,22,36862,49,4,,2702,99.8,99,0.3,99.5,,"gut",,"2019-12-03",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T00:03:10.176Z","2025-04-24T00:03:10.176Z"
"239935.4814","Akkermansia muciniphila MAG5817",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5817",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330838",,,"DBFCRH000000000",,,"Illumina","10x","SPAdes v. 5.0",,,315,2295128,56.633965,86,9175,34,,,2339,98.3,96.5,4,93.7,,"gut",,"2019-12-11",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T01:00:03.960Z","2025-04-24T01:00:03.960Z"
"239935.4815","Akkermansia muciniphila MAG5771",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MAG5771",,,,,,,,,,,,,,,,,,,,"Good","2025-03-03T00:00:00Z",,,"PRJNA1196825","SAMN46330792",,,"DBFCPN000000000",,,"Illumina","1x","SPAdes v. 1",,,72,2673333,55.935043,15,68041,49,3,,2625,99.8,99.1,,99.5,,"gut",,"2019-06-20",2019,,"USA",,,,"North America","USA",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-24T01:02:01.609Z","2025-04-24T01:02:01.609Z"
