Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
818.3239,Bacteroides thetaiotaomicron RTP21311st1_H3_RTP21311_201001,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21311st1_H3_RTP21311_201001,,,,,,,,,,,,,,,,,,,,Good,2024-05-28T00:00:00Z,,,PRJNA880610,SAMN31320752,GCA_039895245.1,,JBDQBT000000000,,,Illumina HiSeq,29.503127745649184x,SPAdes v. 3.10.1,,,72,6666796,42.73767,13,207362,63,3,,5613,99.8,99.3,0.4,100,,,,10/1/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-07-08T03:08:44.879Z,2024-07-08T03:08:44.879Z
818.3227,Bacteroides thetaiotaomicron RTP21311st1_G4_RTP21311_201001,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21311st1_G4_RTP21311_201001,,,,,,,,,,,,,,,,,,,,Good,2024-05-28T00:00:00Z,,,PRJNA880610,SAMN31320751,GCA_039895285.1,,JBDQBU000000000,,,Illumina HiSeq,31.70052885095494x,SPAdes v. 3.10.1,,,69,6634678,42.735287,11,216302,64,3,,5572,99.8,99.3,0.4,100,,,,10/1/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-07-08T02:44:07.312Z,2024-07-08T02:44:07.312Z
818.2403,Bacteroides thetaiotaomicron RTP21311st1_E3_RTP21311_201001,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21311st1_E3_RTP21311_201001,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA880610,SAMN31320750,GCA_028398635.1,,JAQNUF000000000,,,Illumina HiSeq,29.65024024237764x,SPAdes v. 3.10.1,,,238,6617175,42.776237,36,58514,64,3,,5577,99.8,99.3,0.4,100,,,,10/1/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T04:03:42.757Z,2023-02-15T04:03:42.757Z
818.2402,Bacteroides thetaiotaomicron RTP21311st1_C12_RTP21311_201001,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21311st1_C12_RTP21311_201001,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA880610,SAMN31320749,GCA_028398685.1,,JAQNUG000000000,,,Illumina HiSeq,20.84809218628731x,SPAdes v. 3.10.1,,,94,6675656,42.742226,11,216304,64,3,,5630,99.8,98.6,1.3,100,,,,10/1/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T04:03:41.018Z,2023-02-15T04:03:41.018Z
818.3295,Bacteroides thetaiotaomicron RTP21277st1_E11_RTP21277_210401,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21277st1_E11_RTP21277_210401,,,,,,,,,,,,,,,,,,,,Good,2024-07-27T00:00:00Z,,,PRJNA1093465,SAMN41035051,GCA_040928745.1,,JBCODO000000000,,,Illumina,27.1x,SPAdes v. v3.14.1,,,60,6177503,42.70808,6,294749,64,4,,5148,100,99.7,0.2,100,,feces,,4/1/21,2021,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-12-06T00:51:45.983Z,2024-12-06T00:51:45.983Z
818.3296,Bacteroides thetaiotaomicron RTP21277st1_D5_RTP21277_210401,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21277st1_D5_RTP21277_210401,,,,,,,,,,,,,,,,,,,,Good,2024-07-27T00:00:00Z,,,PRJNA1093465,SAMN41035050,GCA_040928825.1,,JBCODN000000000,,,Illumina,26.9x,SPAdes v. v3.14.1,,,58,6181215,42.71003,6,294749,66,4,,5167,100,99.7,0.2,100,,feces,,4/1/21,2021,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-12-06T00:51:59.430Z,2024-12-06T00:51:59.430Z
818.3228,Bacteroides thetaiotaomicron RTP21222st2_H5_RTP21222_200807,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21222st2_H5_RTP21222_200807,,,,,,,,,,,,,,,,,,,,Good,2024-05-28T00:00:00Z,,,PRJNA880610,SAMN31320748,GCA_039895315.1,,JBDQBV000000000,,,Illumina HiSeq,22.871864757651228x,SPAdes v. 3.10.1,,,100,6322837,42.783813,12,158345,64,5,,5339,100,99,1.3,100,,,,8/7/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-07-08T02:43:14.565Z,2024-07-08T02:43:14.565Z
818.3238,Bacteroides thetaiotaomicron RTP21222st1_E11_RTP21222_200807,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21222st1_E11_RTP21222_200807,,,,,,,,,,,,,,,,,,,,Good,2024-05-28T00:00:00Z,,,PRJNA880610,SAMN31320747,GCA_039895275.1,,JBDQBW000000000,,,Illumina HiSeq,22.020496944417335x,SPAdes v. 3.10.1,,,128,6427766,42.95864,20,100881,59,5,,5409,100,98.9,1.9,100,,,,8/7/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-07-08T03:07:43.043Z,2024-07-08T03:07:43.043Z
818.3229,Bacteroides thetaiotaomicron RTP21222st1_D5_RTP21222_200807,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21222st1_D5_RTP21222_200807,,,,,,,,,,,,,,,,,,,,Good,2024-05-28T00:00:00Z,,,PRJNA880610,SAMN31320746,GCA_039895325.1,,JBDQBX000000000,,,Illumina HiSeq,13.63271655527902x,SPAdes v. 3.10.1,,,674,6451169,43.018337,120,15982,59,5,,5911,99.9,96.5,6.4,100,,,,8/7/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-07-08T02:46:29.833Z,2024-07-08T02:46:29.833Z
818.3297,Bacteroides thetaiotaomicron RTP21198st1_G6_RTP21198_201120,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21198st1_G6_RTP21198_201120,,,,,,,,,,,,,,,,,,,,Good,2024-07-27T00:00:00Z,,,PRJNA1093465,SAMN41035049,GCA_040928845.1,,JBCODM000000000,,,Illumina,10.1x,SPAdes v. v3.14.1,,,115,6306986,43.0045,17,105252,66,3,,5357,99.9,99.3,0.4,100,,feces,,11/20/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-12-06T00:52:43.603Z,2024-12-06T00:52:43.603Z
818.3298,Bacteroides thetaiotaomicron RTP21198st1_F9_RTP21198_201120,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21198st1_F9_RTP21198_201120,,,,,,,,,,,,,,,,,,,,Good,2024-07-27T00:00:00Z,,,PRJNA1093465,SAMN41035048,GCA_040928865.1,,JBCODL000000000,,,Illumina,13.9x,SPAdes v. v3.14.1,,,89,6316903,42.99313,15,138610,64,3,,5344,99.9,99.4,,100,,feces,,11/20/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-12-06T00:52:25.088Z,2024-12-06T00:52:25.088Z
818.3299,Bacteroides thetaiotaomicron RTP21198st1_C1_RTP21198_201120,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21198st1_C1_RTP21198_201120,,,,,,,,,,,,,,,,,,,,Good,2024-07-27T00:00:00Z,,,PRJNA1093465,SAMN41035047,GCA_040928885.1,,JBCODK000000000,,,Illumina,10.7x,SPAdes v. v3.14.1,,,108,6311869,42.99504,13,137731,61,3,,5348,99.9,99.3,0.2,100,,feces,,11/20/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-12-06T00:51:39.222Z,2024-12-06T00:51:39.222Z
818.33,Bacteroides thetaiotaomicron RTP21198st1_B1_RTP21198_201120,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21198st1_B1_RTP21198_201120,,,,,,,,,,,,,,,,,,,,Good,2024-07-27T00:00:00Z,,,PRJNA1093465,SAMN41035046,GCA_040928905.1,,JBCODJ000000000,,,Illumina,9.5x,SPAdes v. v3.14.1,,,121,6310605,42.86126,18,98550,66,4,,5383,99.8,99.3,0.4,99.8,,feces,,11/20/20,2020,,USA,,,,North America,USA: New York,,Homo sapiens,Human,,,,Human,,,,,,2024-12-06T00:52:02.881Z,2024-12-06T00:52:02.881Z
818.24,Bacteroides thetaiotaomicron RTP21106st1_H8_RTP21106_201023,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21106st1_H8_RTP21106_201023,,,,,,,,,,,,,,,,,,,,Good,2023-02-01T00:00:00Z,,,PRJNA880610,SAMN31320745,GCA_028398615.1,,JAQNUH000000000,,,Illumina HiSeq,29.656779330897884x,SPAdes v. 3.10.1,,,176,6453669,43.02639,28,71749,61,3,,5468,99.8,99.6,,100,,,,10/23/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T04:04:13.432Z,2023-02-15T04:04:13.432Z
818.3234,Bacteroides thetaiotaomicron RTP21106st1_E1_RTP21106_201023,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21106st1_E1_RTP21106_201023,,,,,,,,,,,,,,,,,,,,Good,2024-05-28T00:00:00Z,,,PRJNA880610,SAMN31320744,GCA_039895355.1,,JBDQBY000000000,,,Illumina HiSeq,22.56515037276264x,SPAdes v. 3.10.1,,,243,6479612,43.060005,33,52485,61,4,,5505,99.8,99.4,1.1,100,,,,10/23/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-07-08T02:51:16.508Z,2024-07-08T02:51:16.508Z
818.3236,Bacteroides thetaiotaomicron RTP21106st1_D3_RTP21106_201023,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21106st1_D3_RTP21106_201023,,,,,,,,,,,,,,,,,,,,Good,2024-05-28T00:00:00Z,,,PRJNA880610,SAMN31320743,GCA_039895375.1,,JBDQBZ000000000,,,Illumina HiSeq,30.519804806376538x,SPAdes v. 3.10.1,,,261,6447349,43.07022,35,52445,56,3,,5537,99.8,99.3,0.7,100,,,,10/23/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-07-08T02:51:31.123Z,2024-07-08T02:51:31.123Z
818.2408,Bacteroides thetaiotaomicron RTP21106st1_D1_RTP21106_201023,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21106st1_D1_RTP21106_201023,,,,,,,,,,,,,,,,,,,,Good,2023-02-01T00:00:00Z,,,PRJNA880610,SAMN31320742,GCA_028398785.1,,JAQNUI000000000,,,Illumina HiSeq,28.115683536031053x,SPAdes v. 3.10.1,,,267,6430011,43.07133,42,48088,55,3,,5512,99.8,99.5,0.9,100,,,,10/23/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T04:03:59.514Z,2023-02-15T04:03:59.514Z
818.2405,Bacteroides thetaiotaomicron RTP21106st1_C8_RTP21106_201023,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21106st1_C8_RTP21106_201023,,,,,,,,,,,,,,,,,,,,Good,2023-02-01T00:00:00Z,,,PRJNA880610,SAMN31320741,GCA_028398715.1,,JAQNUJ000000000,,,Illumina HiSeq,30.491778446995543x,SPAdes v. 3.10.1,,,210,6462469,43.03967,33,56954,56,3,,5507,99.7,99.5,0.2,99.8,,,,10/23/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T04:03:54.690Z,2023-02-15T04:03:54.690Z
818.3235,Bacteroides thetaiotaomicron RTP21106st1_C5_RTP21106_201023,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21106st1_C5_RTP21106_201023,,,,,,,,,,,,,,,,,,,,Good,2024-05-28T00:00:00Z,,,PRJNA880610,SAMN31320740,GCA_039895405.1,,JBDQCA000000000,,,Illumina HiSeq,24.732864832905015x,SPAdes v. 3.10.1,,,303,6434554,43.083107,42,43988,55,4,,5543,99.8,99.4,0.9,100,,,,10/23/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2024-07-08T02:51:37.112Z,2024-07-08T02:51:37.112Z
818.2406,Bacteroides thetaiotaomicron RTP21106st1_B4_RTP21106_201023,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,RTP21106st1_B4_RTP21106_201023,,,,,,,,,,,,,,,,,,,,Good,1900-01-01T00:00:00Z,,,PRJNA880610,SAMN31320739,GCA_028398735.1,,JAQNUK000000000,,,Illumina HiSeq,30.204611289960383x,SPAdes v. 3.10.1,,,202,6460213,43.045185,30,66841,62,3,,5491,99.8,99.6,,100,,,,10/23/20,2020,,USA,,,,North America,USA,,Homo sapiens,Human,,,,Human,,,,sample_type:whole organism,,2023-02-15T04:03:46.566Z,2023-02-15T04:03:46.566Z
818.3375,Bacteroides thetaiotaomicron R39-K33,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,R39-K33,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003843,,,JBCHHU000000000,,,Illumina NovaSeq,217.8396448x,SPAdes v. v3.15.5,,,132,6592617,43.242886,18,102967,58,3,,5661,100,99.2,0.7,100,,Coecum,,10/6/20,2020,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:34:06.452Z,2025-04-18T23:34:06.452Z
818.3386,Bacteroides thetaiotaomicron R32-K11,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,R32-K11,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003768,,,JBCHEX000000000,,,Illumina NovaSeq,84.10441167x,SPAdes v. v3.15.5,,,114,6853401,42.88039,21,102629,63,5,,5869,99.7,98.5,3,100,,Ileum,,3/9/20,2020,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:39:43.370Z,2025-04-18T23:39:43.370Z
818.3389,Bacteroides thetaiotaomicron R22-K17,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,R22-K17,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003719,,,JBCHDB000000000,,,Illumina NovaSeq,56.51851287x,SPAdes v. v3.15.5,,,81,6601882,42.869907,14,161244,78,3,,5592,99.9,99.3,0.7,100,,Coecum,,10/8/19,2019,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:42:42.634Z,2025-04-18T23:42:42.634Z
818.3376,Bacteroides thetaiotaomicron R21-K22,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,R21-K22,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003837,,,JBCHHO000000000,,,Illumina NovaSeq,162.8906416x,SPAdes v. v3.15.5,,,136,6573427,43.227966,20,92920,59,3,,5639,100,99.3,0.2,100,,Ileum,,9/24/19,2019,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:31:29.490Z,2025-04-18T23:31:29.490Z
818.3384,Bacteroides thetaiotaomicron R19-K40,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,R19-K40,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003787,,,JBCHFQ000000000,,,Illumina NovaSeq,104.6767761x,SPAdes v. v3.15.5,,,90,6517117,42.618816,15,141449,57,2,,5495,99.9,99.3,,100,,Coecum,,8/6/19,2019,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:37:01.218Z,2025-04-18T23:37:01.218Z
818.3381,Bacteroides thetaiotaomicron R18-K40,,818,131567;2;3379134;1783270;68336;976;200643;171549;815;816;818,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,WGS,R18-K40,,,,,,,,,,,,,,,,,,,,Good,2025-01-29T00:00:00Z,,,PRJNA1101861,SAMN41003797,,,JBCHGA000000000,,,Illumina NovaSeq,137.2680083x,SPAdes v. v3.15.5,,,102,6379248,42.844418,14,163872,65,4,,5276,99.8,99.3,0.9,100,,Ileum,,7/30/19,2019,,Austria,,,,Europe,Austria: Vienna,,Homo sapiens,Human,,,,Human,,,,,,2025-04-18T23:36:24.315Z,2025-04-18T23:36:24.315Z
